                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                  2.095,                 1.2653,                 1.0973,                0.16182,                0.12228,                0.12176,                0.06605,                 2.9293,                 1.9175,                 1.3605,               0.005842,               0.005842,               0.005842
                    128,                 2.0789,                 1.2537,                 1.0826,                0.16131,                0.12279,                0.12192,                0.06611,                 2.9297,                 1.9182,                 1.3611,               0.005809,               0.005809,               0.005809
                    129,                 2.0765,                 1.2522,                 1.1043,                0.16171,                0.12273,                0.12195,                0.06613,                 2.9297,                 1.9188,                  1.361,               0.005776,               0.005776,               0.005776
                    130,                 2.0681,                 1.2465,                  1.113,                0.16255,                 0.1225,                0.12204,                0.06621,                 2.9297,                 1.9189,                 1.3612,               0.005743,               0.005743,               0.005743
                    131,                 2.1195,                 1.2611,                 1.0928,                0.16327,                0.12172,                0.12207,                0.06622,                 2.9297,                 1.9191,                 1.3611,                0.00571,                0.00571,                0.00571
                    132,                 2.0636,                 1.2355,                 1.0831,                0.16476,                0.12155,                0.12203,                0.06624,                 2.9298,                 1.9192,                 1.3613,               0.005677,               0.005677,               0.005677
                    133,                  2.025,                  1.222,                 1.0939,                0.16976,                0.11794,                0.12198,                0.06624,                 2.9302,                   1.92,                 1.3615,               0.005644,               0.005644,               0.005644
                    134,                 2.0888,                 1.2477,                 1.0901,                0.16873,                0.11867,                0.12201,                0.06633,                 2.9301,                 1.9207,                 1.3611,               0.005611,               0.005611,               0.005611
                    135,                 2.0709,                 1.2439,                 1.0881,                0.16514,                0.12081,                0.12222,                0.06638,                 2.9298,                 1.9209,                  1.361,               0.005578,               0.005578,               0.005578
                    136,                 2.0629,                 1.2477,                  1.099,                0.16816,                0.11907,                0.12221,                0.06647,                 2.9295,                 1.9212,                 1.3609,               0.005545,               0.005545,               0.005545
                    137,                 2.0362,                 1.2302,                 1.0808,                0.16677,                0.11924,                0.12223,                0.06643,                 2.9293,                 1.9223,                 1.3611,               0.005512,               0.005512,               0.005512
                    138,                 2.1084,                 1.2371,                 1.0791,                0.16565,                0.11952,                0.12208,                0.06641,                 2.9293,                 1.9233,                 1.3614,               0.005479,               0.005479,               0.005479
                    139,                 2.0749,                 1.2436,                 1.0939,                0.16407,                0.12031,                0.12208,                0.06643,                 2.9298,                  1.924,                 1.3616,               0.005446,               0.005446,               0.005446
                    140,                 2.0994,                 1.2352,                 1.0693,                0.16427,                0.12036,                0.12218,                0.06649,                 2.9296,                 1.9246,                 1.3619,               0.005413,               0.005413,               0.005413
                    141,                 2.0597,                 1.2473,                 1.0972,                0.16625,                0.11974,                0.12214,                 0.0665,                 2.9297,                 1.9249,                 1.3621,                0.00538,                0.00538,                0.00538
                    142,                 2.0957,                 1.2241,                 1.0719,                0.16696,                0.11946,                0.12213,                 0.0666,                 2.9297,                 1.9246,                 1.3623,               0.005347,               0.005347,               0.005347
                    143,                 2.1054,                 1.2633,                 1.0962,                0.16757,                0.11929,                0.12213,                0.06652,                 2.9295,                 1.9257,                 1.3625,               0.005314,               0.005314,               0.005314
                    144,                 2.1063,                 1.2198,                 1.0697,                0.16841,                 0.1189,                0.12204,                0.06648,                 2.9295,                 1.9266,                 1.3626,               0.005281,               0.005281,               0.005281
                    145,                 2.0579,                  1.212,                 1.0756,                0.16848,                0.11918,                0.12212,                 0.0665,                 2.9296,                 1.9277,                 1.3628,               0.005248,               0.005248,               0.005248
                    146,                  2.031,                 1.2062,                 1.0757,                0.16782,                0.11951,                0.12206,                0.06647,                 2.9294,                 1.9281,                 1.3624,               0.005215,               0.005215,               0.005215
                    147,                 2.0397,                 1.2061,                 1.0794,                0.16706,                0.11969,                0.12204,                0.06651,                 2.9294,                 1.9295,                 1.3627,               0.005182,               0.005182,               0.005182
                    148,                 2.0133,                 1.1998,                  1.073,                0.16423,                0.12059,                0.12214,                0.06653,                 2.9299,                 1.9303,                 1.3635,               0.005149,               0.005149,               0.005149
                    149,                  2.063,                 1.2109,                 1.0671,                0.16474,                0.12081,                0.12207,                0.06647,                 2.9299,                 1.9318,                 1.3634,               0.005116,               0.005116,               0.005116
                    150,                 2.0758,                 1.2275,                 1.0758,                0.16007,                0.12183,                0.12207,                0.06656,                 2.9301,                 1.9331,                 1.3631,               0.005083,               0.005083,               0.005083
                    151,                 2.0505,                 1.2057,                  1.076,                0.15905,                0.12217,                 0.1222,                0.06669,                 2.9303,                 1.9343,                 1.3637,                0.00505,                0.00505,                0.00505
                    152,                  2.045,                 1.2175,                 1.0956,                0.15992,                0.12155,                0.12222,                0.06669,                 2.9309,                 1.9361,                 1.3639,               0.005017,               0.005017,               0.005017
                    153,                 2.0867,                 1.2179,                  1.067,                0.15201,                0.12634,                0.12246,                0.06674,                 2.9306,                  1.937,                 1.3638,               0.004984,               0.004984,               0.004984
                    154,                 2.0642,                 1.2068,                 1.0681,                0.15273,                0.12675,                0.12248,                0.06668,                 2.9307,                 1.9388,                 1.3645,               0.004951,               0.004951,               0.004951
                    155,                  2.057,                 1.2055,                 1.0632,                 0.1536,                0.12589,                0.12235,                0.06671,                  2.931,                 1.9392,                 1.3646,               0.004918,               0.004918,               0.004918
                    156,                 2.0286,                  1.212,                  1.069,                 0.1524,                0.12651,                0.12202,                0.06657,                 2.9314,                 1.9409,                 1.3645,               0.004885,               0.004885,               0.004885
                    157,                 2.1237,                 1.2122,                 1.0628,                0.15226,                0.12641,                0.12208,                0.06656,                 2.9317,                 1.9426,                 1.3649,               0.004852,               0.004852,               0.004852
                    158,                 2.0538,                 1.1938,                 1.0799,                0.15318,                0.12589,                0.12208,                0.06651,                 2.9319,                  1.945,                 1.3645,               0.004819,               0.004819,               0.004819
                    159,                 2.0297,                 1.1884,                 1.0622,                0.15457,                0.12482,                0.12202,                 0.0665,                 2.9323,                 1.9462,                 1.3647,               0.004786,               0.004786,               0.004786
                    160,                 2.0488,                 1.1844,                 1.0736,                0.15294,                0.12583,                0.12193,                0.06646,                 2.9323,                 1.9476,                 1.3647,               0.004753,               0.004753,               0.004753
                    161,                 2.0287,                 1.1902,                 1.0725,                0.15282,                0.12594,                0.12209,                0.06643,                 2.9322,                 1.9496,                 1.3643,                0.00472,                0.00472,                0.00472
                    162,                 2.0145,                 1.1821,                  1.066,                 0.1532,                0.12549,                0.12186,                 0.0664,                 2.9321,                 1.9515,                 1.3645,               0.004687,               0.004687,               0.004687
                    163,                 1.9922,                 1.1856,                 1.0587,                0.15254,                0.12566,                0.12159,                0.06623,                 2.9327,                 1.9537,                 1.3649,               0.004654,               0.004654,               0.004654
                    164,                 1.9935,                 1.1733,                 1.0579,                0.15274,                0.12574,                 0.1217,                0.06631,                 2.9327,                  1.956,                  1.365,               0.004621,               0.004621,               0.004621
                    165,                 2.0716,                 1.1656,                 1.0546,                0.15202,                0.12572,                0.12157,                0.06622,                  2.933,                 1.9585,                 1.3648,               0.004588,               0.004588,               0.004588
                    166,                 2.0948,                 1.1987,                 1.0508,                0.15213,                0.12555,                0.12142,                0.06623,                 2.9333,                 1.9605,                  1.365,               0.004555,               0.004555,               0.004555
                    167,                  1.997,                 1.1502,                  1.058,                0.15204,                0.12527,                0.12142,                0.06622,                 2.9334,                 1.9634,                 1.3649,               0.004522,               0.004522,               0.004522
                    168,                 2.0105,                 1.1699,                 1.0552,                0.15262,                0.12437,                0.12141,                0.06617,                 2.9337,                 1.9661,                 1.3651,               0.004489,               0.004489,               0.004489
                    169,                 2.0241,                 1.1678,                 1.0676,                0.15251,                 0.1242,                0.12124,                0.06616,                 2.9342,                 1.9678,                 1.3656,               0.004456,               0.004456,               0.004456
                    170,                 2.0452,                  1.165,                 1.0516,                0.15037,                0.12521,                0.12127,                0.06622,                  2.934,                 1.9701,                 1.3655,               0.004423,               0.004423,               0.004423
                    171,                 2.0578,                 1.1732,                 1.0482,                0.15086,                0.12532,                0.12127,                0.06615,                 2.9342,                 1.9719,                 1.3657,                0.00439,                0.00439,                0.00439
                    172,                 2.0217,                 1.1744,                 1.0433,                0.14678,                 0.1278,                 0.1212,                0.06614,                 2.9339,                 1.9748,                  1.366,               0.004357,               0.004357,               0.004357
                    173,                 2.0322,                  1.171,                 1.0536,                0.14898,                0.12611,                0.12106,                0.06605,                 2.9341,                 1.9768,                 1.3657,               0.004324,               0.004324,               0.004324
                    174,                 2.0447,                 1.1688,                 1.0692,                0.14734,                0.12786,                0.12087,                0.06602,                 2.9338,                 1.9784,                 1.3656,               0.004291,               0.004291,               0.004291
                    175,                 2.0558,                 1.1749,                 1.0603,                0.15027,                0.12476,                0.12082,                0.06619,                 2.9342,                 1.9794,                 1.3655,               0.004258,               0.004258,               0.004258
                    176,                 1.9922,                  1.162,                 1.0604,                0.14987,                0.12516,                0.12092,                0.06606,                 2.9339,                  1.981,                 1.3659,               0.004225,               0.004225,               0.004225
                    177,                 2.0096,                 1.1483,                 1.0485,                0.14872,                0.12532,                0.12089,                0.06608,                  2.934,                 1.9829,                 1.3656,               0.004192,               0.004192,               0.004192
                    178,                 2.0074,                 1.1478,                 1.0588,                0.14894,                0.12487,                0.12085,                0.06608,                 2.9343,                 1.9847,                 1.3658,               0.004159,               0.004159,               0.004159
                    179,                  2.023,                 1.1406,                 1.0441,                 0.1475,                0.12527,                0.12087,                0.06612,                 2.9344,                 1.9865,                 1.3661,               0.004126,               0.004126,               0.004126
                    180,                 2.0114,                 1.1371,                 1.0354,                0.14776,                0.12516,                0.12086,                0.06614,                 2.9345,                 1.9873,                 1.3661,               0.004093,               0.004093,               0.004093
                    181,                 2.0183,                  1.148,                 1.0398,                0.15125,                0.12397,                0.12099,                0.06618,                 2.9345,                 1.9893,                 1.3662,                0.00406,                0.00406,                0.00406
                    182,                 2.0248,                 1.1373,                  1.034,                0.15103,                0.12386,                0.12097,                0.06625,                 2.9345,                 1.9915,                 1.3663,               0.004027,               0.004027,               0.004027
                    183,                 2.0018,                 1.1464,                 1.0448,                0.15115,                0.12341,                0.12083,                0.06621,                  2.935,                 1.9944,                 1.3663,               0.003994,               0.003994,               0.003994
                    184,                 1.9947,                 1.1399,                 1.0381,                0.15204,                0.12267,                0.12075,                0.06616,                 2.9352,                 1.9972,                 1.3666,               0.003961,               0.003961,               0.003961
                    185,                 1.9507,                 1.1332,                 1.0421,                0.15252,                0.12189,                0.12075,                0.06621,                 2.9354,                 1.9988,                 1.3666,               0.003928,               0.003928,               0.003928
                    186,                 1.9782,                 1.1167,                 1.0347,                0.15216,                  0.122,                 0.1206,                0.06612,                 2.9353,                 2.0017,                 1.3668,               0.003895,               0.003895,               0.003895
                    187,                  2.004,                 1.1441,                 1.0463,                0.15483,                0.11969,                0.12051,                0.06607,                 2.9353,                 2.0037,                 1.3665,               0.003862,               0.003862,               0.003862
                    188,                 2.0018,                 1.1402,                 1.0394,                0.15587,                0.11833,                0.12053,                0.06595,                 2.9356,                  2.005,                  1.367,               0.003829,               0.003829,               0.003829
                    189,                 1.9918,                 1.1356,                 1.0418,                0.15322,                0.12064,                0.12038,                0.06589,                 2.9358,                 2.0064,                 1.3674,               0.003796,               0.003796,               0.003796
                    190,                 2.0318,                 1.1212,                 1.0452,                0.15472,                0.11969,                0.12038,                0.06591,                 2.9362,                 2.0083,                 1.3676,               0.003763,               0.003763,               0.003763
                    191,                 1.9745,                 1.1194,                 1.0353,                0.15325,                 0.1207,                0.12039,                0.06596,                 2.9365,                   2.01,                  1.368,                0.00373,                0.00373,                0.00373
                    192,                 1.9593,                 1.1178,                 1.0335,                  0.153,                0.12059,                0.12045,                0.06597,                 2.9367,                 2.0127,                 1.3678,               0.003697,               0.003697,               0.003697
                    193,                 2.0474,                 1.1382,                 1.0259,                0.15238,                0.12109,                0.12061,                  0.066,                 2.9368,                 2.0141,                  1.368,               0.003664,               0.003664,               0.003664
                    194,                 2.0168,                 1.1108,                 1.0178,                0.15532,                0.11935,                0.12056,                0.06598,                 2.9369,                 2.0163,                  1.368,               0.003631,               0.003631,               0.003631
                    195,                 1.9966,                 1.1146,                  1.029,                0.15488,                0.11901,                0.12056,                 0.0659,                 2.9371,                 2.0183,                 1.3681,               0.003598,               0.003598,               0.003598
                    196,                 1.9817,                 1.1156,                 1.0388,                0.15556,                0.11867,                0.12053,                0.06587,                 2.9373,                 2.0208,                 1.3684,               0.003565,               0.003565,               0.003565
                    197,                 1.9882,                 1.1046,                 1.0334,                0.15307,                 0.1198,                0.12043,                0.06578,                 2.9375,                  2.024,                 1.3689,               0.003532,               0.003532,               0.003532
                    198,                 2.0007,                 1.1096,                 1.0243,                0.15361,                 0.1189,                0.12048,                0.06592,                 2.9375,                 2.0265,                 1.3691,               0.003499,               0.003499,               0.003499
                    199,                 1.9605,                 1.0924,                 1.0239,                0.15581,                0.11743,                0.12052,                0.06592,                 2.9379,                 2.0285,                 1.3697,               0.003466,               0.003466,               0.003466
                    200,                 1.9742,                 1.1129,                 1.0258,                0.15465,                0.11822,                0.12039,                0.06596,                 2.9384,                 2.0316,                 1.3699,               0.003433,               0.003433,               0.003433
                    201,                 1.9403,                 1.0929,                  1.034,                0.15086,                0.12036,                0.12034,                0.06595,                 2.9388,                 2.0335,                 1.3699,                 0.0034,                 0.0034,                 0.0034
                    202,                 2.0377,                 1.1162,                 1.0084,                0.15113,                0.11957,                0.12021,                0.06589,                 2.9388,                  2.037,                 1.3702,               0.003367,               0.003367,               0.003367
                    203,                 1.9461,                 1.0807,                 1.0198,                0.15046,                0.11935,                0.12023,                0.06596,                 2.9395,                 2.0402,                 1.3707,               0.003334,               0.003334,               0.003334
                    204,                 1.9992,                 1.1216,                 1.0173,                0.14999,                0.11918,                0.12011,                0.06594,                 2.9401,                 2.0426,                 1.3706,               0.003301,               0.003301,               0.003301
                    205,                 1.9768,                 1.0861,                  1.013,                0.14891,                 0.1207,                0.11999,                0.06593,                 2.9406,                 2.0446,                 1.3712,               0.003268,               0.003268,               0.003268
                    206,                 2.0039,                 1.0785,                 1.0102,                 0.1498,                0.11918,                0.11996,                0.06587,                 2.9414,                 2.0483,                 1.3716,               0.003235,               0.003235,               0.003235
                    207,                 1.9827,                 1.0906,                 1.0152,                0.14869,                0.12025,                0.11996,                0.06582,                  2.942,                 2.0516,                 1.3716,               0.003202,               0.003202,               0.003202
                    208,                 1.9514,                 1.0755,                 1.0253,                0.14791,                0.12014,                0.11973,                0.06578,                 2.9422,                 2.0543,                 1.3716,               0.003169,               0.003169,               0.003169
                    209,                 1.9795,                 1.0878,                 1.0153,                0.14772,                0.12014,                0.11978,                0.06575,                 2.9431,                 2.0571,                 1.3724,               0.003136,               0.003136,               0.003136
                    210,                 1.9869,                 1.0842,                 1.0192,                0.14804,                0.11963,                0.11953,                0.06569,                 2.9434,                 2.0604,                 1.3724,               0.003103,               0.003103,               0.003103
                    211,                 1.9991,                 1.0929,                 1.0067,                0.14802,                0.11935,                0.11954,                0.06573,                 2.9433,                 2.0629,                 1.3724,                0.00307,                0.00307,                0.00307
                    212,                 1.9487,                 1.0722,                 1.0258,                0.14884,                0.11884,                0.11956,                0.06578,                 2.9438,                  2.064,                 1.3725,               0.003037,               0.003037,               0.003037
                    213,                 1.9061,                 1.0727,                 1.0164,                 0.1501,                0.11709,                 0.1195,                0.06579,                 2.9438,                 2.0669,                 1.3726,               0.003004,               0.003004,               0.003004
                    214,                 2.0059,                 1.1003,                 1.0026,                0.15039,                0.11726,                0.11957,                0.06576,                 2.9442,                   2.07,                  1.373,               0.002971,               0.002971,               0.002971
                    215,                 1.9945,                 1.0859,                 1.0119,                0.14653,                0.12025,                0.11955,                0.06574,                 2.9445,                 2.0733,                  1.373,               0.002938,               0.002938,               0.002938
                    216,                 1.9863,                 1.0968,                 1.0118,                0.15181,                0.11647,                0.11951,                0.06574,                 2.9444,                 2.0751,                 1.3731,               0.002905,               0.002905,               0.002905
                    217,                 1.9399,                 1.0629,                 1.0101,                0.15158,                0.11625,                0.11929,                0.06562,                 2.9447,                 2.0778,                 1.3734,               0.002872,               0.002872,               0.002872
                    218,                 1.9573,                 1.0844,                 1.0139,                0.14784,                0.11788,                0.11932,                0.06561,                 2.9449,                 2.0807,                 1.3733,               0.002839,               0.002839,               0.002839
                    219,                 1.9382,                 1.0575,                 1.0017,                0.14819,                0.11738,                0.11925,                0.06555,                 2.9447,                 2.0845,                 1.3733,               0.002806,               0.002806,               0.002806
                    220,                 2.0153,                 1.0836,                0.99683,                0.15223,                0.11568,                0.11909,                0.06548,                  2.945,                 2.0879,                 1.3734,               0.002773,               0.002773,               0.002773
                    221,                  1.995,                 1.0914,                  1.006,                0.15137,                0.11563,                0.11901,                0.06546,                 2.9452,                  2.092,                 1.3738,                0.00274,                0.00274,                0.00274
                    222,                 1.9627,                 1.0725,                 1.0191,                0.15008,                0.11585,                0.11874,                0.06537,                 2.9451,                 2.0948,                 1.3738,               0.002707,               0.002707,               0.002707
                    223,                 1.9667,                 1.0647,                 1.0024,                0.15003,                0.11546,                0.11867,                0.06531,                 2.9457,                 2.0984,                 1.3739,               0.002674,               0.002674,               0.002674
                    224,                 1.9281,                 1.0661,                 1.0037,                0.65595,                0.11295,                0.11842,                0.06521,                 2.9461,                 2.1018,                 1.3745,               0.002641,               0.002641,               0.002641
                    225,                 1.9765,                  1.058,                 1.0028,                0.14925,                0.11574,                0.11833,                0.06513,                 2.9462,                  2.105,                 1.3744,               0.002608,               0.002608,               0.002608
                    226,                 1.9751,                 1.0498,                 1.0071,                0.65373,                0.11349,                0.11831,                0.06515,                 2.9465,                 2.1086,                 1.3741,               0.002575,               0.002575,               0.002575
                    227,                 1.9679,                 1.0493,                 1.0005,                0.15308,                 0.1136,                0.11817,                0.06512,                 2.9465,                 2.1115,                  1.374,               0.002542,               0.002542,               0.002542
                    228,                 1.9925,                 1.0515,                0.98467,                0.65335,                 0.1133,                0.11818,                0.06509,                 2.9468,                 2.1139,                 1.3742,               0.002509,               0.002509,               0.002509
                    229,                 1.9444,                 1.0647,                0.99799,                0.15121,                0.11406,                0.11814,                0.06498,                 2.9471,                 2.1172,                 1.3745,               0.002476,               0.002476,               0.002476
                    230,                 1.9428,                 1.0495,                 1.0012,                0.15032,                0.11441,                0.11776,                0.06488,                 2.9473,                 2.1216,                 1.3743,               0.002443,               0.002443,               0.002443
                    231,                 1.9741,                 1.0454,                 1.0106,                 0.1459,                0.11692,                 0.1178,                0.06492,                 2.9475,                 2.1248,                 1.3742,                0.00241,                0.00241,                0.00241
                    232,                 1.9236,                 1.0485,                 1.0104,                0.14619,                0.11675,                0.11764,                0.06487,                 2.9475,                 2.1291,                 1.3743,               0.002377,               0.002377,               0.002377
                    233,                 1.9691,                 1.0528,                0.99226,                0.14793,                0.11478,                0.11764,                0.06477,                 2.9486,                 2.1336,                  1.375,               0.002344,               0.002344,               0.002344
                    234,                 1.9378,                 1.0543,                 1.0127,                0.14631,                0.11619,                0.11754,                0.06474,                 2.9486,                 2.1368,                  1.375,               0.002311,               0.002311,               0.002311
                    235,                 1.9963,                 1.0661,                 1.0035,                 0.1461,                0.11551,                0.11714,                0.06466,                  2.949,                 2.1411,                 1.3749,               0.002278,               0.002278,               0.002278
                    236,                 1.9453,                 1.0456,                0.99569,                0.14606,                0.11568,                0.11702,                0.06455,                  2.949,                 2.1448,                 1.3752,               0.002245,               0.002245,               0.002245
                    237,                 1.9909,                 1.0415,                0.98785,                0.14639,                0.11568,                0.11679,                0.06444,                 2.9496,                 2.1499,                 1.3757,               0.002212,               0.002212,               0.002212
                    238,                 1.9436,                 1.0576,                 0.9944,                0.14239,                0.11675,                0.11663,                0.06433,                 2.9503,                 2.1549,                 1.3762,               0.002179,               0.002179,               0.002179
                    239,                 1.9133,                  1.023,                0.99348,                0.14058,                0.11754,                0.11657,                 0.0643,                 2.9511,                 2.1582,                 1.3769,               0.002146,               0.002146,               0.002146
                    240,                 1.9086,                 1.0217,                 0.9897,                0.14059,                0.11709,                0.11647,                0.06425,                 2.9513,                 2.1621,                 1.3772,               0.002113,               0.002113,               0.002113
                    241,                 1.9519,                 1.0217,                0.98743,                0.13953,                0.11777,                 0.1163,                0.06423,                 2.9517,                 2.1658,                 1.3777,                0.00208,                0.00208,                0.00208
                    242,                 1.9323,                 1.0192,                0.97916,                0.13927,                0.11749,                0.11615,                0.06416,                  2.952,                 2.1688,                 1.3782,               0.002047,               0.002047,               0.002047
                    243,                 1.9414,                 1.0385,                0.99301,                0.13856,                0.11862,                0.11605,                0.06408,                 2.9527,                 2.1708,                 1.3781,               0.002014,               0.002014,               0.002014
                    244,                 1.9073,                 1.0171,                 0.9784,                0.13802,                0.11754,                0.11586,                0.06396,                 2.9527,                  2.174,                 1.3781,               0.001981,               0.001981,               0.001981
                    245,                 1.9718,                 1.0196,                0.97429,                0.13657,                 0.1189,                 0.1159,                0.06387,                 2.9531,                 2.1778,                 1.3782,               0.001948,               0.001948,               0.001948
                    246,                 1.9117,                 1.0255,                0.99376,                0.13444,                0.12008,                0.11567,                0.06381,                 2.9535,                 2.1817,                 1.3782,               0.001915,               0.001915,               0.001915
                    247,                 1.8825,                0.99687,                0.98157,                0.13487,                0.11963,                 0.1156,                0.06379,                 2.9539,                  2.185,                 1.3788,               0.001882,               0.001882,               0.001882
                    248,                 1.9284,                 1.0176,                  0.978,                0.13431,                0.11986,                0.11562,                0.06377,                 2.9547,                 2.1889,                 1.3794,               0.001849,               0.001849,               0.001849
                    249,                  1.916,                 1.0047,                0.97942,                0.13397,                0.12008,                0.11559,                0.06379,                 2.9548,                 2.1928,                 1.3796,               0.001816,               0.001816,               0.001816
                    250,                 1.8964,                 1.0163,                0.99405,                 0.1374,                0.11597,                0.11533,                0.06363,                 2.9553,                 2.1966,                 1.3794,               0.001783,               0.001783,               0.001783
                    251,                 1.9047,                 1.0086,                0.98983,                0.13826,                0.11535,                0.11508,                0.06357,                 2.9559,                 2.1999,                 1.3802,                0.00175,                0.00175,                0.00175
                    252,                 1.9422,                 1.0057,                 0.9716,                0.13703,                 0.1158,                0.11491,                0.06346,                 2.9565,                 2.2045,                 1.3802,               0.001717,               0.001717,               0.001717
                    253,                 1.8732,                0.97745,                0.97795,                0.13732,                0.11523,                0.11478,                0.06337,                 2.9569,                 2.2083,                 1.3804,               0.001684,               0.001684,               0.001684
